"file_name" "n_taxa" "n_sites"
"4713" "busco.5130at7399.faa.phy" 14 853
"4714" "busco.5145at7399.faa.phy" 33 976
"4715" "busco.5146at7399.faa.phy" 30 746
"4716" "busco.5148at7399.faa.phy" 24 1921
"4717" "busco.5161at7399.faa.phy" 28 1127
"4718" "busco.5165at7399.faa.phy" 20 996
"4719" "busco.5172at7399.faa.phy" 27 928
"4720" "busco.5174at7399.faa.phy" 27 1772
"4721" "busco.5175at7399.faa.phy" 23 910
"4722" "busco.5179at7399.faa.phy" 10 877
"4723" "busco.5190at7399.faa.phy" 28 1001
"4724" "busco.5191at7399.faa.phy" 35 1312
"4725" "busco.5192at7399.faa.phy" 23 1648
"4726" "busco.5198at7399.faa.phy" 29 1781
"4727" "busco.5201at7399.faa.phy" 27 924
"4728" "busco.5203at7399.faa.phy" 25 976
"4729" "busco.5204at7399.faa.phy" 25 747
"4730" "busco.5205at7399.faa.phy" 29 889
"4731" "busco.5206at7399.faa.phy" 25 1201
"4732" "busco.5214at7399.faa.phy" 18 1449
"4733" "busco.5218at7399.faa.phy" 27 961
"4734" "busco.5220at7399.faa.phy" 29 1112
"4735" "busco.5221at7399.faa.phy" 21 2259
"4736" "busco.523at7399.faa.phy" 10 2220
"4737" "busco.5241at7399.faa.phy" 17 2100
"4738" "busco.5243at7399.faa.phy" 32 4675
"4739" "busco.5254at7399.faa.phy" 33 1323
"4740" "busco.5256at7399.faa.phy" 11 800
"4741" "busco.5262at7399.faa.phy" 25 1254
"4742" "busco.5266at7399.faa.phy" 25 1560
"4743" "busco.5267at7399.faa.phy" 34 1067
"4744" "busco.5278at7399.faa.phy" 23 926
"4745" "busco.527at7399.faa.phy" 19 2721
"4746" "busco.5281at7399.faa.phy" 23 1171
"4747" "busco.5289at7399.faa.phy" 34 838
"4748" "busco.5290at7399.faa.phy" 24 977
"4749" "busco.5291at7399.faa.phy" 14 1229
"4750" "busco.5292at7399.faa.phy" 20 1159
"4751" "busco.5293at7399.faa.phy" 21 965
"4752" "busco.5296at7399.faa.phy" 26 831
"4753" "busco.5298at7399.faa.phy" 31 744
"4754" "busco.5299at7399.faa.phy" 26 981
"4755" "busco.5307at7399.faa.phy" 28 1458
"4756" "busco.5311at7399.faa.phy" 27 812
"4757" "busco.5312at7399.faa.phy" 30 1189
"4758" "busco.5315at7399.faa.phy" 15 1744
"4759" "busco.5317at7399.faa.phy" 20 1242
"4760" "busco.5318at7399.faa.phy" 13 1120
"4761" "busco.531at7399.faa.phy" 26 3623
"4762" "busco.5321at7399.faa.phy" 23 705
"4763" "busco.5322at7399.faa.phy" 31 929
"4764" "busco.5323at7399.faa.phy" 27 879
"4765" "busco.5329at7399.faa.phy" 6 770
"4766" "busco.5334at7399.faa.phy" 26 1555
"4767" "busco.5336at7399.faa.phy" 22 1396
"4768" "busco.5337at7399.faa.phy" 31 1043
"4769" "busco.5338at7399.faa.phy" 16 814
"4770" "busco.5339at7399.faa.phy" 28 842
"4771" "busco.5346at7399.faa.phy" 26 1061
"4772" "busco.534at7399.faa.phy" 19 3844
"4773" "busco.5353at7399.faa.phy" 35 1178
"4774" "busco.5355at7399.faa.phy" 27 1538
"4775" "busco.5358at7399.faa.phy" 28 826
"4776" "busco.5363at7399.faa.phy" 24 929
"4777" "busco.5375at7399.faa.phy" 25 1255
"4778" "busco.5376at7399.faa.phy" 19 1695
"4779" "busco.5377at7399.faa.phy" 30 983
"4780" "busco.5393at7399.faa.phy" 29 1604
"4781" "busco.5394at7399.faa.phy" 22 1250
"4782" "busco.5396at7399.faa.phy" 14 1025
"4783" "busco.5401at7399.faa.phy" 36 771
"4784" "busco.5404at7399.faa.phy" 24 959
"4785" "busco.5406at7399.faa.phy" 19 1214
"4786" "busco.5408at7399.faa.phy" 23 1506
"4787" "busco.5410at7399.faa.phy" 22 1760
"4788" "busco.5414at7399.faa.phy" 21 811
"4789" "busco.5415at7399.faa.phy" 23 766
"4790" "busco.5421at7399.faa.phy" 28 1620
"4791" "busco.5426at7399.faa.phy" 15 1883
"4792" "busco.5431at7399.faa.phy" 6 977
"4793" "busco.5433at7399.faa.phy" 23 1185
"4794" "busco.5435at7399.faa.phy" 27 2572
"4795" "busco.5446at7399.faa.phy" 8 1174
"4796" "busco.5448at7399.faa.phy" 17 1642
"4797" "busco.5453at7399.faa.phy" 14 903
"4798" "busco.5454at7399.faa.phy" 28 796
"4799" "busco.5462at7399.faa.phy" 18 1127
"4800" "busco.5468at7399.faa.phy" 4 820
"4801" "busco.5469at7399.faa.phy" 23 1057
"4802" "busco.5470at7399.faa.phy" 25 1289
"4803" "busco.5474at7399.faa.phy" 24 1334
"4804" "busco.5478at7399.faa.phy" 24 929
"4805" "busco.5479at7399.faa.phy" 29 1869
"4806" "busco.5484at7399.faa.phy" 18 1992
"4807" "busco.5485at7399.faa.phy" 25 1146
"4808" "busco.5490at7399.faa.phy" 21 1245
"4809" "busco.5492at7399.faa.phy" 30 1124
"4810" "busco.5498at7399.faa.phy" 28 1694
"4811" "busco.5500at7399.faa.phy" 32 1409
"4812" "busco.5506at7399.faa.phy" 31 1999
"4813" "busco.5511at7399.faa.phy" 22 1197
"4814" "busco.5515at7399.faa.phy" 31 2527
"4815" "busco.5517at7399.faa.phy" 27 748
"4816" "busco.551at7399.faa.phy" 11 2326
"4817" "busco.5520at7399.faa.phy" 20 790
"4818" "busco.5521at7399.faa.phy" 30 853
"4819" "busco.5524at7399.faa.phy" 20 938
"4820" "busco.552at7399.faa.phy" 15 2005
"4821" "busco.5536at7399.faa.phy" 16 685
"4822" "busco.5545at7399.faa.phy" 7 975
"4823" "busco.5553at7399.faa.phy" 25 1010
"4824" "busco.5554at7399.faa.phy" 33 2797
"4825" "busco.5558at7399.faa.phy" 15 1105
"4826" "busco.5566at7399.faa.phy" 24 1276
"4827" "busco.556at7399.faa.phy" 31 1937
"4828" "busco.5571at7399.faa.phy" 26 671
"4829" "busco.5576at7399.faa.phy" 35 3424
"4830" "busco.5577at7399.faa.phy" 20 1704
"4831" "busco.5589at7399.faa.phy" 27 739
"4832" "busco.558at7399.faa.phy" 20 2390
"4833" "busco.5592at7399.faa.phy" 31 1289
"4834" "busco.5597at7399.faa.phy" 32 2347
"4835" "busco.5600at7399.faa.phy" 27 1341
"4836" "busco.5608at7399.faa.phy" 29 2025
"4837" "busco.560at7399.faa.phy" 22 2415
"4838" "busco.5611at7399.faa.phy" 31 1334
"4839" "busco.5618at7399.faa.phy" 21 1283
"4840" "busco.5621at7399.faa.phy" 25 1712
"4841" "busco.5626at7399.faa.phy" 29 718
"4842" "busco.5632at7399.faa.phy" 21 858
"4843" "busco.5636at7399.faa.phy" 22 1703
"4844" "busco.5641at7399.faa.phy" 26 782
"4845" "busco.5642at7399.faa.phy" 31 1259
"4846" "busco.5643at7399.faa.phy" 28 1186
"4847" "busco.5654at7399.faa.phy" 18 875
"4848" "busco.5656at7399.faa.phy" 30 713
"4849" "busco.5666at7399.faa.phy" 28 978
"4850" "busco.5675at7399.faa.phy" 25 810
"4851" "busco.5677at7399.faa.phy" 29 1219
"4852" "busco.5679at7399.faa.phy" 13 1036
"4853" "busco.5682at7399.faa.phy" 26 876
"4854" "busco.5685at7399.faa.phy" 17 1385
"4855" "busco.5688at7399.faa.phy" 28 1123
"4856" "busco.5694at7399.faa.phy" 28 1076
"4857" "busco.5695at7399.faa.phy" 36 1224
"4858" "busco.569at7399.faa.phy" 23 2336
"4859" "busco.5706at7399.faa.phy" 21 762
"4860" "busco.5709at7399.faa.phy" 26 959
"4861" "busco.5710at7399.faa.phy" 26 1206
"4862" "busco.5711at7399.faa.phy" 18 1052
"4863" "busco.5712at7399.faa.phy" 26 831
"4864" "busco.5713at7399.faa.phy" 29 1407
"4865" "busco.5717at7399.faa.phy" 15 648
"4866" "busco.5721at7399.faa.phy" 29 933
"4867" "busco.5725at7399.faa.phy" 16 1641
"4868" "busco.572at7399.faa.phy" 12 2245
"4869" "busco.5730at7399.faa.phy" 23 980
"4870" "busco.5731at7399.faa.phy" 34 1552
"4871" "busco.5732at7399.faa.phy" 30 1012
"4872" "busco.5739at7399.faa.phy" 30 2062
"4873" "busco.5744at7399.faa.phy" 15 1733
"4874" "busco.5754at7399.faa.phy" 31 1911
"4875" "busco.5760at7399.faa.phy" 25 1009
"4876" "busco.5766at7399.faa.phy" 23 1164
"4877" "busco.5773at7399.faa.phy" 19 1003
"4878" "busco.5779at7399.faa.phy" 23 1013
"4879" "busco.5787at7399.faa.phy" 32 842
"4880" "busco.5789at7399.faa.phy" 7 685
"4881" "busco.5792at7399.faa.phy" 6 1073
"4882" "busco.5800at7399.faa.phy" 18 1498
"4883" "busco.5803at7399.faa.phy" 21 1129
"4884" "busco.5806at7399.faa.phy" 29 752
"4885" "busco.5811at7399.faa.phy" 20 869
"4886" "busco.5818at7399.faa.phy" 31 1306
"4887" "busco.5827at7399.faa.phy" 11 757
"4888" "busco.5829at7399.faa.phy" 24 1009
"4889" "busco.5830at7399.faa.phy" 26 784
"4890" "busco.5832at7399.faa.phy" 15 816
"4891" "busco.5833at7399.faa.phy" 22 1252
"4892" "busco.5846at7399.faa.phy" 24 1163
"4893" "busco.5849at7399.faa.phy" 24 1259
"4894" "busco.5850at7399.faa.phy" 31 879
"4895" "busco.5854at7399.faa.phy" 19 1672
"4896" "busco.5863at7399.faa.phy" 22 735
"4897" "busco.5865at7399.faa.phy" 29 1114
"4898" "busco.5880at7399.faa.phy" 24 1786
"4899" "busco.5881at7399.faa.phy" 26 784
"4900" "busco.5891at7399.faa.phy" 33 1282
"4901" "busco.5895at7399.faa.phy" 29 862
"4902" "busco.5898at7399.faa.phy" 20 964
"4903" "busco.590at7399.faa.phy" 21 2204
"4904" "busco.5912at7399.faa.phy" 10 658
"4905" "busco.5915at7399.faa.phy" 24 1141
"4906" "busco.5916at7399.faa.phy" 21 1285
"4907" "busco.5923at7399.faa.phy" 24 1504
"4908" "busco.5924at7399.faa.phy" 27 926
"4909" "busco.5928at7399.faa.phy" 18 913
"4910" "busco.5936at7399.faa.phy" 31 700
"4911" "busco.5946at7399.faa.phy" 20 1394
"4912" "busco.5947at7399.faa.phy" 30 676
"4913" "busco.5949at7399.faa.phy" 32 1308
"4914" "busco.5954at7399.faa.phy" 9 929
"4915" "busco.5955at7399.faa.phy" 24 1155
"4916" "busco.5961at7399.faa.phy" 29 1617
"4917" "busco.5962at7399.faa.phy" 28 1798
"4918" "busco.5963at7399.faa.phy" 34 1216
"4919" "busco.5965at7399.faa.phy" 30 1647
"4920" "busco.5972at7399.faa.phy" 33 775
"4921" "busco.5981at7399.faa.phy" 16 885
"4922" "busco.5988at7399.faa.phy" 30 973
"4923" "busco.598at7399.faa.phy" 24 2014
"4924" "busco.5990at7399.faa.phy" 26 1289
"4925" "busco.5997at7399.faa.phy" 27 1483
"4926" "busco.5998at7399.faa.phy" 33 899
"4927" "busco.6005at7399.faa.phy" 19 1463
"4928" "busco.6007at7399.faa.phy" 28 920
"4929" "busco.6009at7399.faa.phy" 27 1044
"4930" "busco.6014at7399.faa.phy" 34 1528
"4931" "busco.6016at7399.faa.phy" 28 1271
"4932" "busco.601at7399.faa.phy" 25 2025
"4933" "busco.6027at7399.faa.phy" 31 1203
"4934" "busco.6038at7399.faa.phy" 20 869
"4935" "busco.6046at7399.faa.phy" 26 826
"4936" "busco.6048at7399.faa.phy" 26 791
"4937" "busco.6052at7399.faa.phy" 10 970
"4938" "busco.6054at7399.faa.phy" 32 1222
"4939" "busco.6058at7399.faa.phy" 30 1947
"4940" "busco.605at7399.faa.phy" 29 3309
"4941" "busco.6061at7399.faa.phy" 14 1221
"4942" "busco.6063at7399.faa.phy" 29 1042
"4943" "busco.6073at7399.faa.phy" 16 787
"4944" "busco.6074at7399.faa.phy" 28 746
"4945" "busco.6075at7399.faa.phy" 25 910
"4946" "busco.6076at7399.faa.phy" 12 1058
"4947" "busco.6083at7399.faa.phy" 22 1183
"4948" "busco.6085at7399.faa.phy" 26 3057
"4949" "busco.6088at7399.faa.phy" 25 1475
"4950" "busco.6092at7399.faa.phy" 28 2253
"4951" "busco.6095at7399.faa.phy" 20 1611
"4952" "busco.60at7399.faa.phy" 30 5322
"4953" "busco.6101at7399.faa.phy" 23 1955
"4954" "busco.6104at7399.faa.phy" 25 1010
"4955" "busco.6105at7399.faa.phy" 14 3423
"4956" "busco.6108at7399.faa.phy" 25 888
"4957" "busco.6113at7399.faa.phy" 33 1378
"4958" "busco.6115at7399.faa.phy" 12 948
"4959" "busco.6117at7399.faa.phy" 24 1196
"4960" "busco.6120at7399.faa.phy" 32 1142
"4961" "busco.6122at7399.faa.phy" 14 1873
"4962" "busco.6126at7399.faa.phy" 23 2648
"4963" "busco.6130at7399.faa.phy" 28 1085
"4964" "busco.6134at7399.faa.phy" 24 748
"4965" "busco.6143at7399.faa.phy" 36 1295
"4966" "busco.6147at7399.faa.phy" 27 804
"4967" "busco.6150at7399.faa.phy" 21 1705
"4968" "busco.6152at7399.faa.phy" 30 797
"4969" "busco.6156at7399.faa.phy" 7 799
"4970" "busco.6159at7399.faa.phy" 21 1151
"4971" "busco.6163at7399.faa.phy" 33 1833
"4972" "busco.6170at7399.faa.phy" 29 738
"4973" "busco.6174at7399.faa.phy" 26 1060
"4974" "busco.6175at7399.faa.phy" 28 1087
"4975" "busco.6178at7399.faa.phy" 12 2904
"4976" "busco.617at7399.faa.phy" 25 2796
"4977" "busco.6182at7399.faa.phy" 33 958
"4978" "busco.6183at7399.faa.phy" 27 1469
"4979" "busco.6198at7399.faa.phy" 35 2622
"4980" "busco.6199at7399.faa.phy" 30 1380
"4981" "busco.6200at7399.faa.phy" 27 1335
"4982" "busco.6202at7399.faa.phy" 29 3249
"4983" "busco.6204at7399.faa.phy" 21 3250
"4984" "busco.6208at7399.faa.phy" 22 1258
"4985" "busco.6222at7399.faa.phy" 32 918
"4986" "busco.6225at7399.faa.phy" 28 964
"4987" "busco.6236at7399.faa.phy" 27 1023
"4988" "busco.6239at7399.faa.phy" 32 1434
"4989" "busco.6242at7399.faa.phy" 21 683
"4990" "busco.6247at7399.faa.phy" 15 1167
"4991" "busco.6252at7399.faa.phy" 29 737
"4992" "busco.6254at7399.faa.phy" 22 1151
"4993" "busco.6258at7399.faa.phy" 12 810
"4994" "busco.6259at7399.faa.phy" 29 791
"4995" "busco.6262at7399.faa.phy" 18 792
"4996" "busco.6264at7399.faa.phy" 20 1236
"4997" "busco.6267at7399.faa.phy" 29 1622
"4998" "busco.6271at7399.faa.phy" 28 986
"4999" "busco.6272at7399.faa.phy" 25 2680
"5000" "busco.6273at7399.faa.phy" 28 649
"5001" "busco.6274at7399.faa.phy" 25 679
"5002" "busco.6280at7399.faa.phy" 29 685
"5003" "busco.6288at7399.faa.phy" 34 769
"5004" "busco.6291at7399.faa.phy" 26 787
"5005" "busco.6297at7399.faa.phy" 30 1191
"5006" "busco.6305at7399.faa.phy" 30 847
"5007" "busco.6314at7399.faa.phy" 23 965
"5008" "busco.6315at7399.faa.phy" 16 743
"5009" "busco.6317at7399.faa.phy" 25 1681
"5010" "busco.6318at7399.faa.phy" 28 870
"5011" "busco.6322at7399.faa.phy" 29 1635
"5012" "busco.6323at7399.faa.phy" 27 1707
"5013" "busco.6326at7399.faa.phy" 32 1615
"5014" "busco.6327at7399.faa.phy" 25 2337
"5015" "busco.6331at7399.faa.phy" 29 1486
"5016" "busco.6334at7399.faa.phy" 26 1206
"5017" "busco.6351at7399.faa.phy" 16 939
"5018" "busco.6352at7399.faa.phy" 15 2457
"5019" "busco.6357at7399.faa.phy" 16 1013
"5020" "busco.6358at7399.faa.phy" 27 952
"5021" "busco.635at7399.faa.phy" 22 3747
"5022" "busco.6362at7399.faa.phy" 25 1116
"5023" "busco.6364at7399.faa.phy" 29 2318
"5024" "busco.6371at7399.faa.phy" 25 768
"5025" "busco.6384at7399.faa.phy" 27 1230
"5026" "busco.6387at7399.faa.phy" 36 873
"5027" "busco.6393at7399.faa.phy" 35 908
"5028" "busco.6400at7399.faa.phy" 26 961
"5029" "busco.6410at7399.faa.phy" 17 1857
"5030" "busco.6411at7399.faa.phy" 35 806
"5031" "busco.6413at7399.faa.phy" 20 853
"5032" "busco.6414at7399.faa.phy" 30 1097
"5033" "busco.6420at7399.faa.phy" 25 922
"5034" "busco.6426at7399.faa.phy" 28 823
"5035" "busco.6427at7399.faa.phy" 27 787
"5036" "busco.6437at7399.faa.phy" 36 810
"5037" "busco.6438at7399.faa.phy" 16 607
"5038" "busco.6440at7399.faa.phy" 32 679
"5039" "busco.6441at7399.faa.phy" 28 1307
"5040" "busco.6442at7399.faa.phy" 24 750
"5041" "busco.6444at7399.faa.phy" 19 1027
"5042" "busco.6448at7399.faa.phy" 33 834
"5043" "busco.6449at7399.faa.phy" 18 1013
"5044" "busco.6458at7399.faa.phy" 26 3487
"5045" "busco.6460at7399.faa.phy" 29 1017
"5046" "busco.6462at7399.faa.phy" 22 664
"5047" "busco.6470at7399.faa.phy" 31 619
"5048" "busco.6471at7399.faa.phy" 28 955
"5049" "busco.6477at7399.faa.phy" 21 733
"5050" "busco.6478at7399.faa.phy" 15 1224
"5051" "busco.6479at7399.faa.phy" 32 927
"5052" "busco.6483at7399.faa.phy" 25 783
"5053" "busco.6484at7399.faa.phy" 18 856
"5054" "busco.6488at7399.faa.phy" 29 744
"5055" "busco.6496at7399.faa.phy" 16 878
"5056" "busco.6499at7399.faa.phy" 27 1458
"5057" "busco.6508at7399.faa.phy" 23 1325
"5058" "busco.6509at7399.faa.phy" 25 1717
"5059" "busco.6510at7399.faa.phy" 26 1070
"5060" "busco.6519at7399.faa.phy" 30 694
"5061" "busco.651at7399.faa.phy" 21 2597
"5062" "busco.6522at7399.faa.phy" 30 803
"5063" "busco.6523at7399.faa.phy" 20 894
"5064" "busco.6544at7399.faa.phy" 18 876
"5065" "busco.6546at7399.faa.phy" 31 909
"5066" "busco.6549at7399.faa.phy" 33 1208
"5067" "busco.6554at7399.faa.phy" 6 714
"5068" "busco.6560at7399.faa.phy" 30 750
"5069" "busco.6564at7399.faa.phy" 19 900
"5070" "busco.6566at7399.faa.phy" 30 1352
"5071" "busco.6567at7399.faa.phy" 23 1133
"5072" "busco.6571at7399.faa.phy" 7 609
"5073" "busco.6575at7399.faa.phy" 23 644
"5074" "busco.6587at7399.faa.phy" 28 1838
"5075" "busco.6593at7399.faa.phy" 11 1498
"5076" "busco.6594at7399.faa.phy" 29 937
"5077" "busco.6595at7399.faa.phy" 29 634
"5078" "busco.6596at7399.faa.phy" 34 1324
"5079" "busco.659at7399.faa.phy" 15 3364
"5080" "busco.6604at7399.faa.phy" 35 1053
"5081" "busco.6605at7399.faa.phy" 15 762
"5082" "busco.6606at7399.faa.phy" 32 1408
"5083" "busco.6616at7399.faa.phy" 19 858
"5084" "busco.6617at7399.faa.phy" 30 2430
"5085" "busco.6627at7399.faa.phy" 13 738
"5086" "busco.6630at7399.faa.phy" 29 1241
"5087" "busco.6641at7399.faa.phy" 27 1260
"5088" "busco.6644at7399.faa.phy" 9 582
"5089" "busco.6645at7399.faa.phy" 30 754
"5090" "busco.6647at7399.faa.phy" 12 722
"5091" "busco.6652at7399.faa.phy" 25 741
"5092" "busco.6653at7399.faa.phy" 30 682
"5093" "busco.6658at7399.faa.phy" 26 1985
"5094" "busco.6659at7399.faa.phy" 26 826
"5095" "busco.665at7399.faa.phy" 24 2294
"5096" "busco.6671at7399.faa.phy" 32 670
"5097" "busco.6676at7399.faa.phy" 27 684
"5098" "busco.6680at7399.faa.phy" 24 935
"5099" "busco.6683at7399.faa.phy" 34 912
"5100" "busco.6689at7399.faa.phy" 21 2047
"5101" "busco.6696at7399.faa.phy" 22 1116
"5102" "busco.6699at7399.faa.phy" 22 801
"5103" "busco.6704at7399.faa.phy" 28 2045
"5104" "busco.6707at7399.faa.phy" 11 702
"5105" "busco.6708at7399.faa.phy" 32 754
"5106" "busco.670at7399.faa.phy" 16 2798
"5107" "busco.6719at7399.faa.phy" 28 919
"5108" "busco.6734at7399.faa.phy" 28 751
"5109" "busco.6735at7399.faa.phy" 11 1349
"5110" "busco.6738at7399.faa.phy" 26 1125
"5111" "busco.6740at7399.faa.phy" 33 636
"5112" "busco.6741at7399.faa.phy" 24 838
"5113" "busco.674at7399.faa.phy" 21 2195
"5114" "busco.6754at7399.faa.phy" 19 1109
"5115" "busco.6758at7399.faa.phy" 14 810
"5116" "busco.6766at7399.faa.phy" 26 968
"5117" "busco.6767at7399.faa.phy" 34 837
"5118" "busco.6768at7399.faa.phy" 23 1280
"5119" "busco.6776at7399.faa.phy" 34 848
"5120" "busco.6783at7399.faa.phy" 27 689
"5121" "busco.6784at7399.faa.phy" 30 1027
"5122" "busco.6785at7399.faa.phy" 12 784
"5123" "busco.6792at7399.faa.phy" 35 790
"5124" "busco.6797at7399.faa.phy" 32 990
"5125" "busco.6801at7399.faa.phy" 14 759
"5126" "busco.6803at7399.faa.phy" 23 1041
"5127" "busco.6805at7399.faa.phy" 28 771
"5128" "busco.6814at7399.faa.phy" 31 1439
"5129" "busco.6820at7399.faa.phy" 29 1314
"5130" "busco.6821at7399.faa.phy" 33 737
"5131" "busco.6822at7399.faa.phy" 32 1408
"5132" "busco.6829at7399.faa.phy" 16 833
"5133" "busco.6836at7399.faa.phy" 25 829
"5134" "busco.683at7399.faa.phy" 26 2330
"5135" "busco.684at7399.faa.phy" 21 2317
"5136" "busco.6852at7399.faa.phy" 19 654
"5137" "busco.685at7399.faa.phy" 16 1762
"5138" "busco.6870at7399.faa.phy" 30 653
"5139" "busco.6876at7399.faa.phy" 18 1678
"5140" "busco.6886at7399.faa.phy" 19 699
"5141" "busco.6888at7399.faa.phy" 30 832
"5142" "busco.6891at7399.faa.phy" 26 1142
"5143" "busco.6892at7399.faa.phy" 26 1855
"5144" "busco.6897at7399.faa.phy" 35 1089
"5145" "busco.6899at7399.faa.phy" 32 984
"5146" "busco.6901at7399.faa.phy" 31 953
"5147" "busco.6904at7399.faa.phy" 27 1580
"5148" "busco.6906at7399.faa.phy" 23 2083
"5149" "busco.6908at7399.faa.phy" 21 1250
"5150" "busco.6910at7399.faa.phy" 32 1188
"5151" "busco.6913at7399.faa.phy" 32 878
"5152" "busco.6914at7399.faa.phy" 27 1099
"5153" "busco.6918at7399.faa.phy" 20 1183
"5154" "busco.691at7399.faa.phy" 34 2077
"5155" "busco.6929at7399.faa.phy" 25 671
"5156" "busco.6935at7399.faa.phy" 28 1235
"5157" "busco.6940at7399.faa.phy" 12 726
"5158" "busco.6944at7399.faa.phy" 20 847
"5159" "busco.6947at7399.faa.phy" 27 942
"5160" "busco.6949at7399.faa.phy" 28 796
"5161" "busco.6955at7399.faa.phy" 29 1463
"5162" "busco.6961at7399.faa.phy" 33 746
"5163" "busco.6963at7399.faa.phy" 21 638
"5164" "busco.6964at7399.faa.phy" 32 737
"5165" "busco.6966at7399.faa.phy" 19 979
"5166" "busco.6971at7399.faa.phy" 28 1875
"5167" "busco.6974at7399.faa.phy" 31 1032
"5168" "busco.6977at7399.faa.phy" 19 825
"5169" "busco.6992at7399.faa.phy" 18 1067
"5170" "busco.6994at7399.faa.phy" 28 665
"5171" "busco.6997at7399.faa.phy" 22 679
"5172" "busco.699at7399.faa.phy" 33 2335
"5173" "busco.7005at7399.faa.phy" 19 831
"5174" "busco.7006at7399.faa.phy" 26 918
"5175" "busco.700at7399.faa.phy" 15 2763
"5176" "busco.7017at7399.faa.phy" 21 959
"5177" "busco.7018at7399.faa.phy" 29 697
"5178" "busco.7020at7399.faa.phy" 29 911
"5179" "busco.7022at7399.faa.phy" 19 646
"5180" "busco.7024at7399.faa.phy" 19 905
"5181" "busco.7029at7399.faa.phy" 19 1860
"5182" "busco.702at7399.faa.phy" 30 2981
"5183" "busco.7030at7399.faa.phy" 20 680
"5184" "busco.7031at7399.faa.phy" 27 1348
"5185" "busco.7033at7399.faa.phy" 24 772
"5186" "busco.7034at7399.faa.phy" 20 1519
"5187" "busco.7037at7399.faa.phy" 26 1645
"5188" "busco.7038at7399.faa.phy" 32 598
"5189" "busco.7042at7399.faa.phy" 33 1047
"5190" "busco.7043at7399.faa.phy" 28 1068
"5191" "busco.7049at7399.faa.phy" 24 831
"5192" "busco.7057at7399.faa.phy" 20 763
"5193" "busco.7059at7399.faa.phy" 23 632
"5194" "busco.705at7399.faa.phy" 13 3218
"5195" "busco.7073at7399.faa.phy" 28 738
"5196" "busco.7075at7399.faa.phy" 27 1166
"5197" "busco.7077at7399.faa.phy" 13 1528
"5198" "busco.7083at7399.faa.phy" 4 893
"5199" "busco.7084at7399.faa.phy" 15 1064
"5200" "busco.7089at7399.faa.phy" 35 975
"5201" "busco.708at7399.faa.phy" 21 1964
"5202" "busco.7103at7399.faa.phy" 29 616
"5203" "busco.7104at7399.faa.phy" 8 756
"5204" "busco.7108at7399.faa.phy" 24 1342
"5205" "busco.7110at7399.faa.phy" 10 1152
"5206" "busco.7116at7399.faa.phy" 25 1614
"5207" "busco.7119at7399.faa.phy" 25 840
"5208" "busco.711at7399.faa.phy" 23 2773
"5209" "busco.7120at7399.faa.phy" 28 729
"5210" "busco.7125at7399.faa.phy" 32 1949
"5211" "busco.7126at7399.faa.phy" 26 869
"5212" "busco.7137at7399.faa.phy" 29 1495
"5213" "busco.7141at7399.faa.phy" 26 747
"5214" "busco.7148at7399.faa.phy" 19 827
"5215" "busco.7155at7399.faa.phy" 32 2289
"5216" "busco.7166at7399.faa.phy" 19 764
"5217" "busco.7170at7399.faa.phy" 20 967
"5218" "busco.7176at7399.faa.phy" 26 635
"5219" "busco.7178at7399.faa.phy" 20 891
"5220" "busco.7181at7399.faa.phy" 27 1937
"5221" "busco.7184at7399.faa.phy" 18 713
"5222" "busco.7198at7399.faa.phy" 33 745
"5223" "busco.7212at7399.faa.phy" 13 878
"5224" "busco.7214at7399.faa.phy" 21 911
"5225" "busco.7216at7399.faa.phy" 24 1132
"5226" "busco.7217at7399.faa.phy" 31 591
"5227" "busco.7218at7399.faa.phy" 23 1332
"5228" "busco.7223at7399.faa.phy" 23 714
"5229" "busco.7224at7399.faa.phy" 32 1374
"5230" "busco.7225at7399.faa.phy" 30 1036
"5231" "busco.7229at7399.faa.phy" 5 1054
"5232" "busco.7230at7399.faa.phy" 25 1003
"5233" "busco.7234at7399.faa.phy" 35 1571
"5234" "busco.7237at7399.faa.phy" 25 829
"5235" "busco.7238at7399.faa.phy" 23 1946
"5236" "busco.7246at7399.faa.phy" 25 2240
"5237" "busco.7255at7399.faa.phy" 30 630
"5238" "busco.7256at7399.faa.phy" 26 650
"5239" "busco.7261at7399.faa.phy" 22 636
"5240" "busco.7263at7399.faa.phy" 26 754
"5241" "busco.7265at7399.faa.phy" 24 667
"5242" "busco.7268at7399.faa.phy" 20 1842
"5243" "busco.7274at7399.faa.phy" 30 732
"5244" "busco.7275at7399.faa.phy" 8 803
"5245" "busco.7278at7399.faa.phy" 7 1595
"5246" "busco.7282at7399.faa.phy" 8 2085
"5247" "busco.7284at7399.faa.phy" 13 770
"5248" "busco.7288at7399.faa.phy" 33 1472
"5249" "busco.7289at7399.faa.phy" 31 1503
"5250" "busco.728at7399.faa.phy" 24 1755
"5251" "busco.7293at7399.faa.phy" 18 772
"5252" "busco.7296at7399.faa.phy" 19 1959
"5253" "busco.7307at7399.faa.phy" 22 1577
"5254" "busco.7308at7399.faa.phy" 25 2627
"5255" "busco.7313at7399.faa.phy" 30 1181
"5256" "busco.7314at7399.faa.phy" 32 1084
"5257" "busco.7318at7399.faa.phy" 25 748
"5258" "busco.7319at7399.faa.phy" 25 918
"5259" "busco.7321at7399.faa.phy" 28 848
"5260" "busco.7324at7399.faa.phy" 18 901
